S.No,In-use English,Changes in English,In-use Telugu,Changes in Telugu,Section,Times used,Translation keys
1461,"Guarantor is loan-scoped, not customer-scoped — different loans for the same customer may have different guarantors.",,"పూచీకత్తుదారు రుణానికి పరిమితం, కస్టమర్‌కు కాదు — అదే కస్టమర్ యొక్క వేర్వేరు రుణాలకు వేర్వేరు పూచీకత్తుదారులు ఉండవచ్చు.",,C,1,guarantor_scope_note
1462,Handing over {amount}. Approving moves it to you and closes their account.,,"{amount} అప్పగిస్తున్నారు. ఆమోదిస్తే అది మీకు వస్తుంది, వారి ఖాతా మూసివేయబడుతుంది.",,C,1,handed_over_amount_note
1463,I accept the Terms & Conditions and Privacy Policy,,నేను నిబంధనలు & షరతులు మరియు గోప్యతా విధానాన్ని అంగీకరిస్తున్నాను,,C,1,accept_terms_to_continue
1464,"If this agent still owes money from before the book came across, enter it here. Salary and sadar already settled are not asked for.",,"పుస్తకం రాకముందు నుండి ఈ ఏజెంట్ ఇంకా డబ్బు బాకీ ఉంటే, దాన్ని ఇక్కడ నమోదు చేయండి. అప్పటికే సెటిల్ అయిన జీతం మరియు సదర్ అడగబడవు.",,C,1,agent_opening_short_note
1465,"Import the weeks you already have on paper — opening balance, collections, expenses and investors.",,"మీ వద్ద కాగితంపై ఉన్న వారాలను దిగుమతి చేయండి — ప్రారంభ నిల్వ, వసూళ్లు, ఖర్చులు మరియు పెట్టుబడిదారులు.",,C,1,migrate_existing_book_note
1466,Indicative only — not a transfer. No funds move in-app.,,సూచన మాత్రమే — బదిలీ కాదు. యాప్‌లో నిధులు కదలవు.,,C,1,proposed_investment_helper
1467,Interest {interest} and processing fee {fees} are already earned at disbursement — not part of the cash you hold.,,వడ్డీ {interest} మరియు ప్రాసెసింగ్ ఫీజు {fees} రుణం ఇచ్చినప్పుడే ఆర్జించబడ్డాయి — మీ వద్ద ఉన్న నగదులో భాగం కాదు.,,C,1,earned_not_held_note
1468,"Internal only — never shown to the customer (BR-206). Owner-configurable, overridable per loan (BR-007/381).",,"1) అంతర్గతం మాత్రమే — కస్టమర్‌కు ఎప్పుడూ చూపబడదు. యజమాని కాన్ఫిగర్ చేయవచ్చు, ప్రతి రుణానికి భర్తీ చేయవచ్చు.
2) అంతర్గతం మాత్రమే — కస్టమర్‌కు ఎప్పుడూ చూపబడదు. యజమాని కాన్ఫిగర్ చేయగలరు, ప్రతి రుణానికి మార్చవచ్చు.",,C,2,grace_period_internal_note grace_period_note
1469,Leave blank to add them now and record the investment from their profile later.,,"ఇప్పుడే జోడించి, పెట్టుబడిని తర్వాత వారి ప్రొఫైల్ నుండి నమోదు చేయడానికి ఖాళీగా వదిలేయండి.",,C,1,first_investment_optional_note
1470,Leave blank to name it after the first village,,ఖాళీగా వదిలితే మొదటి గ్రామం పేరుతో పేరు పెట్టబడుతుంది,,C,1,area_name_helper
1471,Less Than The Instalment,,వాయిదా కంటే తక్కువ,,C,1,less_than_the_instalment
1472,"Line balance is deliberately outside BF — that money is out on the line, not in the cash box.",,"లైన్ నిల్వ ఉద్దేశపూర్వకంగా BF వెలుపల ఉంది — ఆ డబ్బు లైన్‌లో ఉంది, నగదు పెట్టెలో కాదు.",,C,1,line_balance_note
1473,Loan closed. {amount} penalty recorded as collected today.,,రుణం మూసివేయబడింది. {amount} జరిమానా నేడు వసూలు చేసినట్లు నమోదు చేయబడింది.,,C,1,penalty_recognised_note
1474,"Loan Creation Blocked (BR-165). Top up BF Cash after the Owner sends money outside the app, or receive a BF Cash Transfer from another Agent — see the BF Cash Transfer section on the previous screen.",,"రుణ సృష్టి నిరోధించబడింది (BR-165). యజమాని యాప్ వెలుపల డబ్బు పంపిన తర్వాత BF నగదు టాప్ అప్ చేయండి, లేదా మరో ఏజెంట్ నుండి BF నగదు బదిలీ స్వీకరించండి.",,C,1,loan_creation_blocked_note
1475,Loan written off. No penalty recorded as collected.,,రుణం రైట్-ఆఫ్ చేయబడింది. ఏ జరిమానా వసూలు చేసినట్లు నమోదు కాలేదు.,,C,1,written_off_note
1476,"MANA LINE records loans, collections and cash movements for the business you belong to. Your name, mobile number, address, photograph and identity details are stored so the business can identify you and meet its record-keeping duties. Money figures you see are recorded by your business, not by MANA LINE, and disputes about an amount are settled with that business.\n\nYour data is visible to the owner and to agents of the business you are a member of, and to nobody else. You can ask for your account to be switched off or deleted from Settings.\n\nFull Terms & Conditions and Privacy Policy are being finalised and will be published in the app before general release. Contact your business owner for anything not covered here.",,"మీరు చెందిన వ్యాపారం కోసం MANA LINE రుణాలు, వసూళ్లు మరియు నగదు కదలికలను నమోదు చేస్తుంది. వ్యాపారం మిమ్మల్ని గుర్తించడానికి మీ పేరు, మొబైల్ నంబర్, చిరునామా, ఫోటో మరియు గుర్తింపు వివరాలు నిల్వ చేయబడతాయి. మీరు చూసే డబ్బు సంఖ్యలను మీ వ్యాపారం నమోదు చేస్తుంది, MANA LINE కాదు.\n\nమీ డేటా మీరు సభ్యులుగా ఉన్న వ్యాపారం యజమాని మరియు ఏజెంట్లకు మాత్రమే కనిపిస్తుంది. సెట్టింగ్‌ల నుండి మీ ఖాతాను ఆఫ్ చేయమని లేదా తొలగించమని అడగవచ్చు.\n\nపూర్తి నిబంధనలు & గోప్యతా విధానం ఖరారు చేయబడుతున్నాయి మరియు విడుదలకు ముందు యాప్‌లో ప్రచురించబడతాయి.",,C,1,terms_body
1477,"Mandatory before this loan can be created (BR-036/081, fraud prevention). Camera capture only — gallery upload is never offered.",,"1) ఈ రుణం సృష్టించే ముందు తప్పనిసరి (మోసం నివారణ కోసం). కెమెరా క్యాప్చర్ మాత్రమే — గ్యాలరీ అప్‌లోడ్ ఎప్పుడూ ఇవ్వబడదు.
2) ఈ రుణం సృష్టించడానికి ముందు తప్పనిసరి (మోసం నివారణ). కెమెరా క్యాప్చర్ మాత్రమే — గ్యాలరీ అప్‌లోడ్ ఎప్పుడూ అందించబడదు.",,C,2,live_photo_mandatory_note live_photo_note
1478,Member loans revert to ungrouped individual loans. This does not affect their own history.,,సభ్య రుణాలు గ్రూప్ లేని వ్యక్తిగత రుణాలుగా తిరిగి మారతాయి. ఇది వారి స్వంత చరిత్రపై ప్రభావం చూపదు.,,C,1,delete_group_note
1479,Membership is fixed permanently at creation — no additions or removals.,,సభ్యత్వం సృష్టి సమయంలో శాశ్వతంగా నిర్ణయించబడుతుంది — జోడింపులు లేదా తొలగింపులు లేవు.,,C,1,membership_fixed_note
1480,Membership/permission/compensation changes are logged here per BR-158 — no entries yet.,,సభ్యత్వం/అనుమతి/వేతన మార్పులు ఇక్కడ నమోదు చేయబడతాయి — ఇంకా ఎంట్రీలు లేవు.,,C,1,audit_note
1481,"Money going out today, from your cash in hand.",,ఈ రోజు మీ చేతిలోని నగదు నుండి వెళ్తున్న డబ్బు.,,C,1,new_loan_cash_note
1482,More Than The Instalment,,వాయిదా కంటే ఎక్కువ,,C,1,more_than_the_instalment
1483,Move cash from your own balance into {name}'s float.,,మీ సొంత నిల్వ నుండి {name} యొక్క ఫ్లోట్‌కు నగదు తరలించండి.,,C,1,move_cash_to_float_note
1484,New customer must be physically present — this reuses the same registration fields as account registration.,,కొత్త కస్టమర్ ప్రత్యక్షంగా హాజరు కావాలి — ఇది ఖాతా నమోదు వలె అదే నమోదు ఫీల్డ్‌లను తిరిగి ఉపయోగిస్తుంది.,,C,1,new_customer_present_note
1485,"No Active agents in this business yet — add one from Workforce Management first. If you work this round yourself, add yourself as an agent.",,"ఈ వ్యాపారంలో ఇంకా యాక్టివ్ ఏజెంట్లు లేరు — ముందుగా వర్క్‌ఫోర్స్ మేనేజ్‌మెంట్ నుండి ఒకరిని జోడించండి. మీరే ఈ రౌండ్ చేస్తుంటే, మిమ్మల్ని ఏజెంట్‌గా జోడించండి.",,C,1,no_active_agents_note
1486,No areas enabled for you yet. Contact your Owner.,,మీ కోసం ఇంకా ఏ ప్రాంతం ప్రారంభించలేదు. మీ యజమానిని సంప్రదించండి.,,C,1,no_areas_enabled
1487,No BF Cash assignment found for this session yet — loan issuance is blocked until the Owner grants BF Cash access via AG-001's Opening BF gate.,,ఈ సెషన్‌కు ఇంకా BF నగదు కేటాయింపు కనుగొనబడలేదు — యజమాని BF నగదు యాక్సెస్ మంజూరు చేసే వరకు రుణ జారీ నిలిపివేయబడింది.,,C,1,no_bf_assignment_note
1488,"No businesses yet. Tap ""Create Business"" to get started.",,"ఇంకా వ్యాపారాలు లేవు. ప్రారంభించడానికి ""వ్యాపారం సృష్టించండి"" నొక్కండి.",,C,1,no_businesses_yet_note
1489,"No cheetis yet. Add one you are already paying, or a new one you have just joined.",,"ఇంకా చీటీలు లేవు. మీరు ఇప్పటికే చెల్లిస్తున్న ఒకదాన్ని, లేదా కొత్తగా చేరిన ఒకదాన్ని జోడించండి.",,C,1,no_chetis_yet_note
1490,No match found yet — search to look up this MLID.,,ఇంకా సరిపోలిక కనుగొనబడలేదు — ఈ MLID కోసం శోధించండి.,,C,1,no_match_found_note
1491,No matching business found. Check the name/MLBI and try again.,,సరిపోలే వ్యాపారం కనుగొనబడలేదు. పేరు/MLBI తనిఖీ చేసి మళ్లీ ప్రయత్నించండి.,,C,1,no_matching_business_note
1492,No matching customer. New customers must be physically present and created via Customer Management before a first loan can be issued.,,సరిపోలే కస్టమర్ లేరు. మొదటి రుణం జారీ చేయడానికి ముందు కొత్త కస్టమర్లు ప్రత్యక్షంగా హాజరై కస్టమర్ నిర్వహణ ద్వారా సృష్టించబడాలి.,,C,1,no_matching_customer_note
1493,No member selected — create or select a member first.,,ఏ సభ్యుడు ఎంచుకోబడలేదు — ముందుగా ఒక సభ్యుడిని సృష్టించండి లేదా ఎంచుకోండి.,,C,1,no_member_selected_note
1494,"No one found with that Phone / Aadhaar / MANA LINE ID / Name. Check the value, or use ""Add Customer"" to register a new person.",,"ఆ ఫోన్ / ఆధార్ / మానా లైన్ ఐడి / పేరుతో ఎవరూ కనుగొనబడలేదు. విలువను తనిఖీ చేయండి, లేదా కొత్త వ్యక్తిని నమోదు చేయడానికి ""కస్టమర్ జోడించండి"" ఉపయోగించండి.",,C,1,not_found_note
1495,No open drafts. Interrupted entries you Save Draft on will show up here.,,తెరిచిన ముసాయిదాలు లేవు. మీరు ముసాయిదాగా సేవ్ చేసిన అంతరాయ ఎంట్రీలు ఇక్కడ కనిపిస్తాయి.,,C,1,no_open_drafts_note
1496,No Operating Areas exist yet for this business — add one from Business Management first.,,ఈ వ్యాపారానికి ఇంకా పని ప్రాంతాలు లేవు — ముందుగా వ్యాపార నిర్వహణ నుండి ఒకటి జోడించండి.,,C,1,no_operating_areas_note
1497,No route assigned for the enabled areas in this session.,,ఈ సెషన్‌లో ప్రారంభించిన ప్రాంతాలకు ఏ మార్గం కేటాయించలేదు.,,C,1,no_route_assigned
1498,None being worked. {count} removed area(s) are kept for their past accounts. Add one above to start collecting again.,,ఏదీ పని చేయబడటం లేదు. {count} తీసివేసిన ప్రాంతాలు వాటి గత ఖాతాల కోసం ఉంచబడ్డాయి. మళ్లీ వసూలు ప్రారంభించడానికి పైన ఒకటి జోడించండి.,,C,1,only_removed_areas_note
1499,Not declared yet. Count the cash box and enter it below.,,ఇంకా ప్రకటించలేదు. నగదు పెట్టెను లెక్కించి క్రింద నమోదు చేయండి.,,C,1,bf_not_declared_note
1500,Not tied to a template — enter your own amount and frequency.,,టెంప్లేట్‌తో ముడిపడలేదు — మీ స్వంత మొత్తం మరియు తరచుదనం నమోదు చేయండి.,,C,1,request_custom_amount_note
1501,"Nothing is being charged yet. These are the planned prices, shown so you can see which one fits your business.",,"ఇంకా ఏమీ వసూలు చేయడం లేదు. ఇవి ప్రణాళికాబద్ధ ధరలు, మీ వ్యాపారానికి ఏది సరిపోతుందో చూడటానికి చూపబడ్డాయి.",,C,1,planned_prices_note
1502,"Nothing is outstanding, so there is no loan to bring across.",,"బాకీ ఏమీ లేదు, కాబట్టి తీసుకురావడానికి రుణం లేదు.",,C,1,loan_problem_nothing_outstanding
1503,Nothing was imported. {count} rows need fixing:,,ఏదీ దిగుమతి కాలేదు. {count} వరుసలు సరిచేయాలి:,,C,1,nothing_imported_note
1504,"One file, every new person — Agent, Customer and Investor together. Nothing is created until every row is valid.",,"ఒక ఫైల్, ప్రతి కొత్త వ్యక్తి — ఏజెంట్, కస్టమర్ మరియు పెట్టుబడిదారు కలిసి. ప్రతి వరుస సరైనది అయ్యే వరకు ఏదీ సృష్టించబడదు.",,C,1,bulk_identities_note
1505,"One file, three tabs — Agent, Investor, Customer — prefilled with the people just created.",,"ఒక ఫైల్, మూడు ట్యాబ్‌లు — ఏజెంట్, పెట్టుబడిదారు, కస్టమర్ — ఇప్పుడే సృష్టించిన వ్యక్తులతో ముందుగా నింపబడింది.",,C,1,bulk_details_note
1506,Only Active investors can have new investments recorded (current status: {status}).,,యాక్టివ్ పెట్టుబడిదారులకు మాత్రమే కొత్త పెట్టుబడులు నమోదు చేయవచ్చు (ప్రస్తుత స్థితి: {status}).,,C,1,only_active_investors_note
1507,Only areas enabled by your Owner are shown. Select one or more to start today's Business Session.,,మీ యజమాని ప్రారంభించిన ప్రాంతాలు మాత్రమే చూపబడతాయి. నేటి వ్యాపార సెషన్ ప్రారంభించడానికి ఒకటి లేదా అంతకంటే ఎక్కువ ఎంచుకోండి.,,C,1,only_areas_enabled
1508,"Only new adjustment entries dated to this business day are permitted. Existing Collections, Loans, and Expenses for this date cannot be edited. Once adjustments are entered, run Close Again to re-close.",,"ఈ వ్యాపార దినానికి కొత్త సర్దుబాటు ఎంట్రీలు మాత్రమే అనుమతించబడతాయి. ఈ తేదీకి ఉన్న వసూళ్లు, రుణాలు, ఖర్చులను మార్చలేరు. సర్దుబాట్లు నమోదు చేసిన తర్వాత, మళ్లీ మూసివేయడానికి ""మళ్లీ మూసివేయండి"" నొక్కండి.",,C,1,reopened_awaiting_note
1509,Open this customer from the customer list to lend to them.,,వారికి రుణం ఇవ్వడానికి కస్టమర్ జాబితా నుండి ఈ కస్టమర్‌ను తెరవండి.,,C,1,open_customer_to_lend_note
1510,Optional — note anything the Owner should know,,ఐచ్ఛికం — యజమాని తెలుసుకోవలసినది ఏదైనా రాయండి,,C,1,supporting_remarks_hint
1511,"Optional. If this business already runs on paper, bring its book across now. Skip if it is starting fresh.",,"ఐచ్ఛికం. ఈ వ్యాపారం ఇప్పటికే కాగితంపై నడుస్తుంటే, దాని పుస్తకాన్ని ఇప్పుడు తీసుకురండి. కొత్తగా ప్రారంభిస్తే దాటవేయండి.",,C,1,migrate_existing_book_step_note
1512,"Optional. Up to 100 past instalments per customer, each its own row.",,"ఐచ్ఛికం. ప్రతి కస్టమర్‌కు 100 వరకు గత వాయిదాలు, ప్రతి ఒక్కటి దాని స్వంత వరుస.",,C,1,bulk_emi_note
1513,"Outstanding, Today's Due, and loan figures are read-only here — collection and loan-issue writes only happen via Collection Mode / Loan Distribution.",,"బాకీ, నేటి బకాయి, మరియు రుణ సంఖ్యలు ఇక్కడ చదవడానికి మాత్రమే — వసూలు మరియు రుణ జారీ రాతలు వసూలు మోడ్ / రుణ పంపిణీ ద్వారా మాత్రమే జరుగుతాయి.",,C,1,read_only_figures_note
1514,Owner has not assigned an Opening BF for this session yet. Please contact your Owner.,,యజమాని ఇంకా ఈ సెషన్ కోసం ప్రారంభ BF కేటాయించలేదు. దయచేసి మీ యజమానిని సంప్రదించండి.,,C,1,owner_not_assigned_bf
1515,"Owner may edit: Collection Agent, Remarks, Future Effective Information only. Loan Amount, Amount Given, Interest, Processing Fee, Historical Collections, and Business Date are permanently locked (BR-016/169).",,"యజమాని మార్చగలిగేవి: వసూలు ఏజెంట్, వ్యాఖ్యలు, భవిష్యత్ ప్రభావ సమాచారం మాత్రమే. రుణ మొత్తం, ఇచ్చిన మొత్తం, వడ్డీ, ప్రాసెసింగ్ ఫీజు, గత వసూళ్లు, మరియు వ్యాపార తేదీ శాశ్వతంగా లాక్ చేయబడ్డాయి.",,C,1,edit_allowed_fields_note
1516,"Owner must resolve — correct a mis-entered Actual figure above, or record a Short/Excess adjustment, then Recalculate.",,"యజమాని పరిష్కరించాలి — పైన తప్పుగా నమోదైన వాస్తవ సంఖ్యను సరిచేయండి, లేదా తక్కువ/అధిక సర్దుబాటును నమోదు చేసి, తిరిగి లెక్కించండి.",,C,1,owner_must_resolve_note
1517,Owner-only action — a higher-trust concession than applying the penalty in the first place.,,యజమాని మాత్రమే చేయగల చర్య — జరిమానా విధించడం కంటే ఎక్కువ నమ్మక స్థాయి రాయితీ.,,C,1,waive_note
1518,"Paid same-day in cash. Does NOT reduce payable salary — tracked for your visibility only (CALC BR-068, supersedes BR-046).",,అదే రోజు నగదులో చెల్లించబడుతుంది. చెల్లించవలసిన జీతాన్ని తగ్గించదు — మీ కనిపించే విధానం కోసం మాత్రమే ట్రాక్ చేయబడుతుంది.,,C,1,daily_allowance_note
1519,Paid The Full Instalment,,పూర్తి వాయిదా చెల్లించారు,,C,1,paid_the_full_instalment
1520,"Pay {amount}? It comes out of unpaid interest first, then principal.",,"{amount} చెల్లించాలా? ఇది ముందుగా చెల్లించని వడ్డీ నుండి, ఆ తర్వాత అసలు నుండి తీసుకోబడుతుంది.",,C,1,pay_out_confirm_note
1521,Phone updated. Previous value kept in history; Owner(s) notified.,,ఫోన్ నవీకరించబడింది. మునుపటి విలువ చరిత్రలో ఉంచబడింది; యజమానులకు తెలియజేయబడింది.,,C,1,phone_updated_note
1522,"Photo, address and at least one identity document are required first.",,"ముందుగా ఫోటో, చిరునామా మరియు కనీసం ఒక గుర్తింపు పత్రం అవసరం.",,C,1,owner_steps_required_note
1523,Please contact the Business directly to resolve this payment.,,ఈ చెల్లింపును పరిష్కరించడానికి దయచేసి నేరుగా వ్యాపారాన్ని సంప్రదించండి.,,C,1,contact_business_note
1524,"Pre-existing record entry will be closed and the business marked Active. You can reopen migration later if something was missed, but every reopen is recorded.",,"ముందుగా ఉన్న రికార్డుల నమోదు మూసివేయబడుతుంది మరియు వ్యాపారం యాక్టివ్‌గా గుర్తించబడుతుంది. ఏదైనా మిస్ అయితే తర్వాత మైగ్రేషన్ తిరిగి తెరవవచ్చు, కానీ ప్రతి తిరిగి తెరవడం నమోదు చేయబడుతుంది.",,C,1,finish_migration_note
1525,Profit Share — Declaration and Payment are recorded separately; a row may show Declared with no Paid data yet.,,లాభ వాటా — ప్రకటన మరియు చెల్లింపు వేర్వేరుగా నమోదు చేయబడతాయి; ఒక వరుసలో చెల్లింపు డేటా లేకుండా ప్రకటన మాత్రమే కనిపించవచ్చు.,,C,1,profit_share_note
1526,Puts it away. Nothing is deleted.,,దీన్ని పక్కన పెడుతుంది. ఏదీ తొలగించబడదు.,,C,1,ignore_notice_note
1527,Read-only — this day is closed. Corrections still go through each entry type's own screen as a new offsetting entry.,,చదవడానికి మాత్రమే — ఈ రోజు మూసివేయబడింది. సరిదిద్దుబాట్లు ఇప్పటికీ ప్రతి ఎంట్రీ రకం యొక్క స్వంత స్క్రీన్ ద్వారా కొత్త సర్దుబాటు ఎంట్రీగా జరుగుతాయి.,,C,1,read_only_day_closed_note
1528,Reason is mandatory and this action always writes an audit entry. Reopening unlocks new adjustment entries only — existing entries for this date cannot be edited.,,కారణం తప్పనిసరి మరియు ఈ చర్య ఎల్లప్పుడూ ఆడిట్ ఎంట్రీని నమోదు చేస్తుంది. తిరిగి తెరవడం కొత్త సర్దుబాటు ఎంట్రీలను మాత్రమే అనుమతిస్తుంది — ఈ తేదీకి ఉన్న ఎంట్రీలను మార్చలేరు.,,C,1,reopen_note
1529,"Reduces the cash you hand over, and counts as profit.",,"మీరు అప్పగించే నగదును తగ్గిస్తుంది, మరియు లాభంగా లెక్కించబడుతుంది.",,C,1,dividend_helper
1530,Reference only — the system never multiplies this against any figure. Distribute the actual amount below (BR-232).,,సూచన మాత్రమే — సిస్టమ్ దీన్ని ఏ మొత్తంతోనూ గుణించదు. క్రింద అసలు మొత్తాన్ని పంపిణీ చేయండి.,,C,1,profit_share_reference_note
1531,Remaining balance cannot be more than the repayment amount.,,మిగిలిన బ్యాలెన్స్ తిరిగి చెల్లింపు మొత్తం కంటే ఎక్కువ ఉండకూడదు.,,C,1,loan_problem_balance_above_repayment
1532,Repayment is less than the amount given plus the fee. Check these three figures.,,"తిరిగి చెల్లింపు, ఇచ్చిన మొత్తం మరియు ఫీజు కంటే తక్కువగా ఉంది. ఈ మూడు సంఖ్యలను సరిచూడండి.",,C,1,loan_problem_negative_interest
1533,Request sent as {role} — waiting for them to accept.,,అభ్యర్థన {role}గా పంపబడింది — వారు అంగీకరించడానికి వేచి ఉంది.,,C,1,request_sent_as
1534,Requires the member's own verified OTP,,సభ్యుడి స్వంత ధృవీకరించిన OTP అవసరం,,C,1,requires_member_own_otp
1535,Save and Add Another,,సేవ్ చేసి మరొకటి జోడించండి,,C,1,save and add another
1536,Save this ID. You'll use it to log in and it's yours for life.,,ఈ ఐడిని సేవ్ చేయండి. లాగిన్ కావడానికి దీన్ని ఉపయోగిస్తారు మరియు ఇది జీవితాంతం మీదే.,,C,1,save_this_id_note
1537,Saved as a draft. Nothing you entered is lost — it is waiting in Draft Transactions.,,డ్రాఫ్ట్‌గా భద్రపరచబడింది. మీరు నమోదు చేసినది ఏదీ పోలేదు — అది డ్రాఫ్ట్ లావాదేవీలలో ఉంది.,,C,1,saved_as_draft_note
1538,"Search by Phone, Aadhaar, MANA LINE ID, or Full Name.",,"ఫోన్, ఆధార్, మానా లైన్ ఐడి, లేదా పూర్తి పేరు ద్వారా శోధించండి.",,C,1,search_by_phone_aadhaar_mlid_name
1539,"Search by Phone, MANA LINE ID, Aadhaar, Customer Name, or Village.",,"ఫోన్, మానా లైన్ ఐడి, ఆధార్, కస్టమర్ పేరు, లేదా గ్రామం ద్వారా శోధించండి.",,C,1,search_customer_note
1540,"Search by Phone, MANA LINE ID, Aadhaar, Customer Name, or Village. Only existing customers may receive a remotely-issued loan — a brand-new customer must first be created via Customer Management.",,"ఫోన్, మానా లైన్ ఐడి, ఆధార్, కస్టమర్ పేరు, లేదా గ్రామం ద్వారా శోధించండి. ఇప్పటికే ఉన్న కస్టమర్లు మాత్రమే రిమోట్‌గా జారీ చేసిన రుణం పొందగలరు — కొత్త కస్టమర్‌ను ముందుగా కస్టమర్ నిర్వహణ ద్వారా సృష్టించాలి.",,C,1,select_customer_note
1541,"Search by Phone, MANA LINE ID, Aadhaar, or Name.",,"ఫోన్, MANA LINE ID, ఆధార్ లేదా పేరు ద్వారా శోధించండి.",,C,1,search_by_phone_mlid_aadhaar_name
1542,Search for individual loans to add as group members.,,గ్రూప్ సభ్యులుగా జోడించడానికి వ్యక్తిగత రుణాలను శోధించండి.,,C,1,search_loans_to_add_note
1543,"Search for someone by MLID or name, or register a new agent.",,"MLID లేదా పేరుతో వెతకండి, లేదా కొత్త ఏజెంట్‌ను నమోదు చేయండి.",,C,1,search_or_register_agent_note
1544,Search for them again to add the other roles.,,ఇతర పాత్రలను జోడించడానికి వారిని మళ్లీ వెతకండి.,,C,1,search_again_for_other_roles_note
1545,Send or receive BF Cash with another Agent. A transfer only moves the balance once BOTH agents confirm (BR-173) — no Owner approval gate applies.,,మరో ఏజెంట్‌తో BF నగదు పంపండి లేదా స్వీకరించండి. ఇద్దరు ఏజెంట్లు నిర్ధారించిన తర్వాతే బదిలీ నిల్వను కదిలిస్తుంది — యజమాని ఆమోదం అవసరం లేదు.,,C,1,bf_cash_transfer_note
1546,Set by the member,,సభ్యుడు సెట్ చేసారు,,C,1,set_by_member
1547,Shown in the app only. Your Aadhaar name above stays on official records.,,యాప్‌లో మాత్రమే కనిపిస్తుంది. అధికారిక రికార్డులలో పైన ఉన్న ఆధార్ పేరే ఉంటుంది.,,C,1,name_in_telugu_helper
1548,Sits alongside Cheque Collection {amount} for your own reconciliation.,,మీ స్వంత సరిపోల్చడం కోసం చెక్ వసూలు {amount} పక్కన ఉంటుంది.,,C,1,cheque_count_helper
1549,Some sheets were too large and were cut to {rows} rows: {sheets}. This backup is incomplete.,,కొన్ని షీట్‌లు చాలా పెద్దవి కావడంతో {rows} వరుసలకు కత్తిరించబడ్డాయి: {sheets}. ఈ బ్యాకప్ అసంపూర్ణం.,,C,1,truncated_sheets_note
1550,"Somebody with this name and father's or husband's name is already registered. Choose them below, or add a mobile number if this is a different person.",,"ఈ పేరు మరియు తండ్రి లేదా భర్త పేరుతో ఇప్పటికే ఒకరు నమోదై ఉన్నారు. కింద వారిని ఎంచుకోండి, లేదా ఇది వేరే వ్యక్తి అయితే మొబైల్ నంబర్ జోడించండి.",,C,1,duplicate_person_note
1551,Sorted by: penalty → grace period → today's due → village,,క్రమం: జరిమానా → గ్రేస్ పీరియడ్ → నేటి బకాయి → గ్రామం,,C,1,sorted_by_note_short
1552,Sorted by: penalty → grace period → today's due → village → name,,క్రమం: జరిమానా → గ్రేస్ పీరియడ్ → నేటి బకాయి → గ్రామం → పేరు,,C,1,sorted_by_note
1553,Sorted by: village → highest outstanding → today's due → name,,క్రమం: గ్రామం → అత్యధిక బాకీ → నేటి బకాయి → పేరు,,C,1,sorted_by_note_customers
1554,Statement capped at {count} rows. Narrow the period for a complete file.,,స్టేట్‌మెంట్ {count} వరుసలకు పరిమితం. పూర్తి ఫైల్ కోసం కాలాన్ని తగ్గించండి.,,C,1,statement_truncated_note
1555,Status: Submitted By Customer — Pending Owner/Agent Confirmation. You will be notified once it is confirmed.,,స్థితి: కస్టమర్ సమర్పించారు — యజమాని/ఏజెంట్ నిర్ధారణ పెండింగ్‌లో ఉంది. నిర్ధారించిన తర్వాత మీకు తెలియజేయబడుతుంది.,,C,1,submitted_status_note
1556,still owed today = pending x EMI + penalty,,ఈ రోజు ఇంకా బాకీ = పెండింగ్ x EMI + జరిమానా,,C,1,remaining_balance_hint
1557,Taken at registration. Cannot be changed.,,నమోదు సమయంలో తీయబడింది. మార్చలేరు.,,C,1,live_photo_from_registration_note
1558,Tap To Open Their Record And Fix It,,వారి రికార్డు తెరిచి సరిచేయడానికి నొక్కండి,,C,1,tap_to_open_their_record
1559,Temporary ID issued. Add your Aadhaar later from your profile to get your permanent ID.,,తాత్కాలిక ఐడి జారీ చేయబడింది. శాశ్వత ఐడి పొందడానికి తర్వాత మీ ప్రొఫైల్ నుండి ఆధార్ జోడించండి.,,C,1,temp_id_issued_note
1560,That fits the {plan} plan.,,అది {plan} ప్లాన్‌కు సరిపోతుంది.,,C,1,fits_plan_note
1561,"The directory does not carry this PIN code, so mandal and district cannot be suggested.",,"డైరెక్టరీలో ఈ పిన్ కోడ్ లేదు, కాబట్టి మండలం మరియు జిల్లాను సూచించలేము.",,C,1,pin_not_in_directory_note
1562,"The directory has no match at PIN {pin}. Add it, and mandal and district will come from the PIN.",,"పిన్ {pin} వద్ద డైరెక్టరీలో సరిపోలిక లేదు. దాన్ని జోడించండి, మండలం మరియు జిల్లా పిన్ నుండి వస్తాయి.",,C,1,add_village_for_pin_note
1563,The following items must be resolved before Cash Verification can open.,,నగదు ధృవీకరణ తెరవడానికి ముందు ఈ క్రింది అంశాలు పరిష్కరించాలి.,,C,1,items_must_be_resolved_note
1564,The house name that comes first on your Aadhaar.,,మీ ఆధార్‌లో మొదట ఉండే ఇంటి పేరు.,,C,1,surname_helper
1565,The statement downloads as an Excel file you can share.,,స్టేట్‌మెంట్ మీరు షేర్ చేయగల ఎక్సెల్ ఫైల్‌గా డౌన్‌లోడ్ అవుతుంది.,,C,1,statement_excel_note
1566,the whole obligation = given + interest + fee,,మొత్తం బాధ్యత = ఇచ్చినది + వడ్డీ + ఫీజు,,C,1,total_issued_hint
